OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
OTU1441,US,0.2833,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4608,1,None
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4608,1,None
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4608,2,None
OTU1655,GS,99.4,BOLD:AAA4505.2,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crambus,Crambus agitatellus,pomp.4608,5,BOLD:AAA4505
OTU1657,US,0.0000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4608,1,None
OTU1658,US,0.3081,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4608,1,None
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4608,6,None
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4608,1,None
OTU1849,US,0.0000,BOLD:AAD5913.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4608,1,BOLD:AAD5913
OTU1955,GS,100.0,BOLD:AAA4570.6,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syrphus,Syrphus ribesii,pomp.4608,5,BOLD:AAA4570
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4608,3,None
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4608,2,None
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4608,2,None
OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4609,2352,BOLD:AAA2052
OTU39,GS,100.0,BOLD:AAB7935.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,pomp.4609,2211,BOLD:AAB7935
OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,pomp.4609,209,None
OTU128,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,pomp.4609,57,BOLD:AAA4456
OTU168,GS,99.4,BOLD:AAC2551.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Iridopsis,Iridopsis ephyraria,pomp.4609,438,BOLD:AAC2551
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4609,149,None
OTU302,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4609,26,BOLD:AAF0031
OTU321,US,1.0000,BOLD:ACE7661.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4609,51,BOLD:ACE7661
OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,pomp.4609,9,BOLD:AAN5451
OTU601,GS,99.4,BOLD:AAU8384.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Rhyssa,Rhyssa nitida,pomp.4609,36,BOLD:AAU8384
OTU677,GS,98.9,BOLD:AAG5589.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4609,73,BOLD:AAG5589
OTU1417,US,1.0000,BOLD:ACO9492.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4609,17,BOLD:ACO9492
OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4610,207,BOLD:AAA2052
OTU24,GS,99.4,BOLD:AAF0889.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra lasiophthalma,pomp.4610,20057,BOLD:AAF0889
OTU39,GS,100.0,BOLD:AAB7935.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,pomp.4610,2955,BOLD:AAB7935
OTU42,GS,100.0,BOLD:AAC6350.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion murarium,pomp.4610,185,BOLD:AAC6350
OTU77,GS,100.0,BOLD:AAF7371.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Misogada,Misogada unicolor,pomp.4610,1958,BOLD:AAF7371
OTU168,GS,99.4,BOLD:AAC2551.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Iridopsis,Iridopsis ephyraria,pomp.4610,471,BOLD:AAC2551
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4610,4,None
OTU199,GS,99.4,BOLD:AAB5616.5,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Tolype,Tolype velleda,pomp.4610,324,BOLD:AAB5616
OTU306,GS,100.0,BOLD:ABX6422.1,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,Polygonia comma,pomp.4610,9,BOLD:ABX6422
OTU321,US,1.0000,BOLD:ACE7661.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4610,17,BOLD:ACE7661
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4610,28,None
OTU368,GS,100.0,BOLD:AAC5638.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Himella,Himella fidelis,pomp.4610,210,BOLD:AAC5638
OTU406,GS,100.0,BOLD:AAE0464.1,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Asaphocrita,Asaphocrita aphidiella,pomp.4610,59,BOLD:AAE0464
OTU548,GS,98.9,BOLD:AAA8213.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,pomp.4610,58,BOLD:AAA8213
OTU677,GS,98.9,BOLD:AAG5589.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4610,5,BOLD:AAG5589
OTU696,GS,98.9,BOLD:AAF9035.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma alterna,pomp.4610,77,BOLD:AAF9035
OTU990,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4610,1,None
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4610,12,None
OTU1259,GS,100.0,BOLD:AAH0130.2,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,Sitona hispidulus,pomp.4610,1,BOLD:AAH0130
OTU1372,GS,99.4,BOLD:AAG3822.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,NA,pomp.4610,2,BOLD:AAG3822
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4610,1,None
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4610,2,None
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4610,9,None
OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4610,6,None
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4610,4,None
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4610,3,None
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4610,2,None
OTU2098,US,0.0000,None,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,pomp.4610,1,None
OTU35,GS,100.0,BOLD:AAG2724.3,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus luridus,pomp.4611,1237,BOLD:AAG2724
OTU65,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4611,3149,BOLD:AAA5695
OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4611,40,BOLD:AAE9808
OTU170,GS,100.0,BOLD:AAN5373.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4611,1020,BOLD:AAN5373
OTU177,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4611,35,BOLD:AAK4381
OTU190,GS,99.4,BOLD:ACN2382.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,pomp.4611,895,BOLD:ACN2382
OTU231,GS,100.0,BOLD:AAG0314.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Psectrotanypus,NA,pomp.4611,41,BOLD:AAG0314
OTU649,GS,98.9,BOLD:ACL4702.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,pomp.4611,85,BOLD:ACL4702
OTU670,GS,100.0,BOLD:AAA2325.2,Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma togatum,pomp.4611,3,BOLD:AAA2325
OTU982,US,0.9885,BOLD:ABA7303.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4611,32,BOLD:ABA7303
OTU1395,GS,100.0,BOLD:AAP3004.4,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus staegeri,pomp.4611,2,BOLD:AAP3004
OTU1830,US,0.0000,None,Animalia,Arthropoda,Insecta,Neuroptera,NA,NA,NA,pomp.4611,17,None
OTU65,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4612,126,BOLD:AAA5695
OTU170,GS,100.0,BOLD:AAN5373.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4612,39,BOLD:AAN5373
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4612,4,None
OTU738,US,0.2887,BOLD:ACN3696.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4612,36,BOLD:ACN3696
OTU774,US,0.2061,BOLD:ACA1209.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4612,33,BOLD:ACA1209
OTU1204,US,0.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4612,27,None
OTU1005,US,0.9916,BOLD:ACK8319.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4613,1,BOLD:ACK8319
OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4614,131,BOLD:AAA2052
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4614,28,None
OTU266,GS,100.0,BOLD:ACL1096.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4614,288,BOLD:ACL1096
OTU328,GS,99.4,BOLD:ACB9565.1,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona pygmaea,pomp.4614,14,BOLD:ACB9565
OTU715,GSL,98.9,BOLD:ACE8773.7,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Acrobasis,NA,pomp.4614,12,BOLD:ACE8773
OTU1116,GS,100.0,BOLD:AAB1281.5,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Itoplectis,Itoplectis conquisitor,pomp.4614,22,BOLD:AAB1281
OTU1185,GS,100.0,BOLD:AAD4718.1,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus fraternus,pomp.4614,33,BOLD:AAD4718
OTU1270,GS,99.4,BOLD:AAD3035.2,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hamamelistes,Hamamelistes spinosus,pomp.4614,6,BOLD:AAD3035
OTU1418,SS,0.4200,BOLD:AAO2118.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,pomp.4614,16,BOLD:AAO2118
OTU1752,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4614,5,None
OTU2105,GS,100.0,BOLD:AAA7232.1,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Schizocosa,Schizocosa ocreata,pomp.4614,2,BOLD:AAA7232
OTU4,GS,100.0,BOLD:AAC2637.1,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Geina,Geina sheppardi,pomp.4615,86277,BOLD:AAC2637
OTU22,GS,100.0,BOLD:AAH4104.1,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,Philoscia muscorum,pomp.4615,10088,BOLD:AAH4104
OTU26,GS,99.4,BOLD:AAI9434.1,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus punctatus,pomp.4615,421,BOLD:AAI9434
OTU29,GS,99.4,BOLD:AAD6926.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,pomp.4615,1974,BOLD:AAD6926
OTU83,GS,99.4,BOLD:AAN6397.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,NA,pomp.4615,3619,BOLD:AAN6397
OTU142,GS,100.0,BOLD:AAV6495.1,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Hyloniscus,Hyloniscus riparius,pomp.4615,547,BOLD:AAV6495
OTU152,GS,100.0,BOLD:AAC1852.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Zale,Zale unilineata,pomp.4615,1279,BOLD:AAC1852
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4615,20,None
OTU280,GS,100.0,BOLD:AAD8837.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Filatima,Filatima nr pseudacaciella,pomp.4615,8,BOLD:AAD8837
OTU302,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4615,9,BOLD:AAF0031
OTU313,GS,100.0,BOLD:AAG7732.2,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4615,239,BOLD:AAG7732
OTU345,GS,100.0,BOLD:AAZ2409.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4615,263,BOLD:AAZ2409
OTU355,US,1.0000,BOLD:AAV7436.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4615,10,BOLD:AAV7436
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4615,17,None
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4615,4,None
OTU696,GS,98.9,BOLD:AAF9035.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma alterna,pomp.4615,5,BOLD:AAF9035
OTU732,US,0.0000,BOLD:AAH4104.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4615,31,BOLD:AAH4104
OTU742,GS,97.6,BOLD:AAH4103.1,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,Philoscia muscorum,pomp.4615,155,BOLD:AAH4103
OTU894,GS,100.0,BOLD:AAH7913.1,Animalia,Arthropoda,Insecta,Archaeognatha,Machilidae,Trigoniophthalmus,Trigoniophthalmus alternatus,pomp.4615,2,BOLD:AAH7913
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4615,10,None
OTU1351,US,1.0000,BOLD:ACP6066.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4615,7,BOLD:ACP6066
OTU1528,GS,100.0,BOLD:AAD9157.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus mutus,pomp.4615,3,BOLD:AAD9157
OTU1559,GS,100.0,BOLD:ACF7858.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,NA,pomp.4615,1,BOLD:ACF7858
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4615,3,None
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4615,4,None
OTU1662,US,0.9881,BOLD:ACC8556.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4615,1,BOLD:ACC8556
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4615,1,None
OTU1830,US,0.0000,None,Animalia,Arthropoda,Insecta,Neuroptera,NA,NA,NA,pomp.4615,1,None
OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4615,5,None
OTU1955,GS,100.0,BOLD:AAA4570.6,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syrphus,Syrphus ribesii,pomp.4615,1,BOLD:AAA4570
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4615,1,None
OTU1958,US,0.0000,BOLD:AAH4103.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4615,5,BOLD:AAH4103
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4615,4,None
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4615,1,None
OTU65,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4616,64,BOLD:AAA5695
OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4616,114,BOLD:AAE9808
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4616,4,None
OTU322,US,0.0000,BOLD:ABV3197.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4616,89,BOLD:ABV3197
OTU325,US,0.0000,BOLD:ACJ2107.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4616,9,BOLD:ACJ2107
OTU552,US,0.0000,BOLD:ACX9743.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4616,7,BOLD:ACX9743
OTU678,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4616,55,None
OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4616,1,BOLD:ACB3721
OTU766,US,0.2833,BOLD:ACZ5284.8,Animalia,Arthropoda,Diplopoda,Julida,NA,NA,NA,pomp.4616,19,BOLD:ACZ5284
OTU1050,US,0.9881,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4616,8,None
OTU1096,US,1.0000,BOLD:AAI0363.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4616,9,BOLD:AAI0363
OTU1128,GSL,100.0,BOLD:AAB4239.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,Macrosiphum valerianae,pomp.4616,10,BOLD:AAB4239
OTU1171,SS,0.7600,BOLD:ABA1531.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4616,11,BOLD:ABA1531
OTU1294,US,1.0000,BOLD:ACV8563.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4616,6,BOLD:ACV8563
OTU1491,US,0.9881,BOLD:ACA9724.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4616,13,BOLD:ACA9724
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4616,1,None
OTU10,GS,100.0,BOLD:AAA6548.2,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,Malacosoma americanum,pomp.4617,41202,BOLD:AAA6548
OTU32,GS,99.4,BOLD:AAM8983.1,Animalia,Arthropoda,Insecta,Diptera,Keroplatidae,NA,NA,pomp.4617,367,BOLD:AAM8983
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4617,9,None
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4617,3,None
OTU1096,US,1.0000,BOLD:AAI0363.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4617,1,BOLD:AAI0363
OTU1830,US,0.0000,None,Animalia,Arthropoda,Insecta,Neuroptera,NA,NA,NA,pomp.4617,2,None
OTU2098,US,0.0000,None,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,pomp.4617,1,None
OTU22,GS,100.0,BOLD:AAH4104.1,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,Philoscia muscorum,pomp.4618,9150,BOLD:AAH4104
OTU30,GS,100.0,BOLD:AAI2051.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4618,13239,BOLD:AAI2051
OTU49,GS,100.0,BOLD:AAA7035.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips argyrospila,pomp.4618,131,BOLD:AAA7035
OTU113,GS,100.0,BOLD:AAA6611.3,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4618,1063,BOLD:AAA6611
OTU198,GS,100.0,BOLD:AAO0923.1,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,Ocypus nero,pomp.4618,589,BOLD:AAO0923
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4618,41,None
OTU467,GS,98.3,BOLD:AAA6611.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4618,25,BOLD:AAA6611
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4618,4,None
OTU686,GS,99.4,BOLD:AAI2055.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4618,493,BOLD:AAI2055
OTU732,US,0.0000,BOLD:AAH4104.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4618,2,BOLD:AAH4104
OTU742,GS,97.6,BOLD:AAH4103.1,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,Philoscia muscorum,pomp.4618,34,BOLD:AAH4103
OTU1009,GS,100.0,BOLD:AAB1082.1,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Lithacodes,Lithacodes fasciola,pomp.4618,6,BOLD:AAB1082
OTU1013,GS,100.0,BOLD:AAA8726.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella villosa,pomp.4618,15,BOLD:AAA8726
OTU1037,GS,100.0,BOLD:ABA7674.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4618,4,BOLD:ABA7674
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4618,10,None
OTU1302,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4618,22,None
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4618,1,None
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4618,3,None
OTU1830,US,0.0000,None,Animalia,Arthropoda,Insecta,Neuroptera,NA,NA,NA,pomp.4618,1,None
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4618,1,None
OTU1960,GS,100.0,BOLD:ABA5170.1,Animalia,Arthropoda,Insecta,Diptera,Ulidiidae,Physiphora,Physiphora demandata,pomp.4618,1,BOLD:ABA5170
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4618,3,None
OTU2098,US,0.0000,None,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,pomp.4618,1,None
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4618,1,None
OTU53,GS,100.0,BOLD:AAH2293.1,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Eudioctria,Eudioctria propinqua,pomp.4619,115,BOLD:AAH2293
OTU404,GS,98.9,BOLD:ACX6358.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4619,39,BOLD:ACX6358
OTU729,GS,100.0,BOLD:AAA2953.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia solicitana,pomp.4619,11,BOLD:AAA2953
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4619,1,None
OTU1356,SS,0.7000,BOLD:ABX0045.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4619,42,BOLD:ABX0045
OTU1390,SS,0.1800,BOLD:AAC5603.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4619,3,BOLD:AAC5603
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4619,1,None
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4619,1,None
OTU257,GS,100.0,BOLD:AAB7030.14,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,pomp.4620,10,BOLD:AAB7030
OTU632,GS,100.0,BOLD:AAW5223.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus caryae,pomp.4620,4,BOLD:AAW5223
OTU1960,GS,100.0,BOLD:ABA5170.1,Animalia,Arthropoda,Insecta,Diptera,Ulidiidae,Physiphora,Physiphora demandata,pomp.4620,4,BOLD:ABA5170
OTU299,GS,100.0,BOLD:AAB4783.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos subsignaria,pomp.4621,70,BOLD:AAB4783
OTU408,US,1.0000,BOLD:ACN9645.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4621,126,BOLD:ACN9645
OTU472,SS,0.6200,BOLD:ABX2454.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4621,61,BOLD:ABX2454
OTU529,GS,100.0,BOLD:AAG3212.1,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,NA,NA,pomp.4621,113,BOLD:AAG3212
OTU608,US,0.9546,BOLD:ACP5974.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4621,129,BOLD:ACP5974
