,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
8514,OTU24_suspect_mock_chimera,GS,99.4,BOLD:AAF0889.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra lasiophthalma,pomp.4597,3601,BOLD:AAF0889
8516,OTU29,GS,99.4,BOLD:AAD6926.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,pomp.4597,2542,BOLD:AAD6926
8522,OTU37_suspect_mock_chimera,GS,100.0,BOLD:AAB0001.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deidamia,Deidamia inscriptum,pomp.4597,184,BOLD:AAB0001
8528,OTU51_suspect_mock_chimera,GS,99.4,BOLD:AAB0124.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis pettitana,pomp.4597,1256,BOLD:AAB0124
8532,OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4597,47,BOLD:ACF7919
8539,OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,pomp.4597,93,None
8572,OTU150_suspect_mock_chimera,GS,100.0,BOLD:AAA7920.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,Stenonema femoratum,pomp.4597,29,BOLD:AAA7920
8599,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4597,39,None
8600,OTU194_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,pomp.4597,47,BOLD:AAC3145
8628,OTU236_suspect_mock_chimera,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4597,56,BOLD:AAN5879
8634,OTU253,GS,100.0,BOLD:AAG2878.11,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4597,120,BOLD:AAG2878
8652,OTU279_suspect_mock_chimera,GS,99.4,BOLD:AAB6013.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phaecasiophora,Phaecasiophora confixana,pomp.4597,284,BOLD:AAB6013
8701,OTU368_suspect_mock_chimera,GS,100.0,BOLD:AAC5638.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Himella,Himella fidelis,pomp.4597,20,BOLD:AAC5638
8741,OTU438_suspect_mock_chimera,GS,100.0,BOLD:AAD5417.4,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona obesa,pomp.4597,25,BOLD:AAD5417
8788,OTU528_suspect_mock_chimera,GS,97.8,BOLD:AAO8357.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Delphacodes,Delphacodes detecta,pomp.4597,54,BOLD:AAO8357
8804,OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4597,1,None
8818,OTU576_suspect_mock_chimera,GS,100.0,BOLD:ACE5505.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4597,27,BOLD:ACE5505
8849,OTU642_suspect_mock_chimera,SS,0.2400,BOLD:AAI1057.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4597,24,BOLD:AAI1057
8915,OTU773_suspect_mock_chimera,GS,100.0,BOLD:AAC3477.1,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,pomp.4597,5,BOLD:AAC3477
8933,OTU802_suspect_mock_chimera,GS,100.0,BOLD:AAA3933.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Palthis,Palthis angulalis,pomp.4597,1,BOLD:AAA3933
8980,OTU913_suspect_mock_chimera,GS,97.8,BOLD:AAB0223.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4597,28,BOLD:AAB0223
9002,OTU981,US,0.9925,BOLD:ABW5474.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4597,42,BOLD:ABW5474
9036,OTU1059,US,0.2887,None,Animalia,Chordata,Actinopterygii,Blenniiformes,NA,NA,NA,pomp.4597,2,None
9170,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4597,2,None
9188,OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4597,2,None
9257,MockIM10_pident=100.0_OTU21,GS,100.0,BOLD:AAA1517.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura rosaceana,pomp.4598,10877,BOLD:AAA1517
9283,OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4598,260,BOLD:AAA2052
9330,OTU128_suspect_mock_chimera,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,pomp.4598,138,BOLD:AAA4456
9352,OTU166_suspect_mock_chimera,GS,99.4,BOLD:ABA5305.2,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Stonemyia,Stonemyia rasa,pomp.4598,727,BOLD:ABA5305
9381,OTU207,GS,98.9,BOLD:AAB7933.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala anastera,pomp.4598,26,BOLD:AAB7933
9447,OTU328_suspect_mock_chimera,GS,99.4,BOLD:ACB9565.1,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona pygmaea,pomp.4598,14,BOLD:ACB9565
9465,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4598,21,None
9486,OTU400_suspect_mock_chimera,GS,97.8,BOLD:AAA4751.2,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex quinquefasciatus,pomp.4598,133,BOLD:AAA4751
9519,OTU455_suspect_mock_chimera,GS,100.0,BOLD:AAA3450.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche bronta,pomp.4598,6,BOLD:AAA3450
9531,OTU475_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,pomp.4598,13,BOLD:ACL8650
9599,OTU601_suspect_mock_chimera,GS,99.4,BOLD:AAU8384.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Rhyssa,Rhyssa nitida,pomp.4598,98,BOLD:AAU8384
9622,OTU644_suspect_mock_chimera,GS,100.0,BOLD:AAJ2319.1,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Analeptura,Analeptura lineola,pomp.4598,3,BOLD:AAJ2319
9743,OTU891_suspect_mock_chimera,GS,99.4,BOLD:AAF0376.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta betulae,pomp.4598,12,BOLD:AAF0376
9755,OTU924_suspect_mock_chimera,GS,100.0,BOLD:AAH2428.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,Athous brightwelli,pomp.4598,10,BOLD:AAH2428
9783,OTU997,US,0.3081,BOLD:ACD1886.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4598,4,BOLD:ACD1886
9803,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4598,4,None
9820,OTU1114,US,0.9936,BOLD:ACA4844.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4598,7,BOLD:ACA4844
9826,OTU1125_suspect_mock_chimera,GS,99.4,BOLD:AAA3993.24,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,pomp.4598,1,BOLD:AAA3993
9859,OTU1218,US,1.0000,BOLD:AAZ1174.1,Animalia,Chordata,Amphibia,Anura,NA,NA,NA,pomp.4598,18,BOLD:AAZ1174
9874,OTU1274,US,1.0000,BOLD:ABY0995.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4598,1,BOLD:ABY0995
9941,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4598,3,None
9959,OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4598,11,None
9970,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4598,3,None
9985,OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4598,1,None
9997,OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4598,1,None
10009,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4598,4,None
10014,OTU2098,US,0.0000,None,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,pomp.4598,1,None
10016,OTU2101_suspect_mock_chimera,GS,99.4,BOLD:AAH0363.6,Animalia,Arthropoda,Insecta,Coleoptera,Melandryidae,Dircaea,Dircaea liturata,pomp.4598,2,BOLD:AAH0363
10021,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4598,1,None
10066,OTU42_suspect_mock_chimera,GS,100.0,BOLD:AAC6350.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion murarium,pomp.4599,342,BOLD:AAC6350
10074,OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4599,23,BOLD:ACF7919
10081,OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,pomp.4599,400,None
10110,OTU143_suspect_mock_chimera,GS,100.0,BOLD:AAB4103.6,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Hyperaeschra,Hyperaeschra georgica,pomp.4599,1437,BOLD:AAB4103
10118,OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4599,18,BOLD:AAA7515
10120,OTU161_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,pomp.4599,482,BOLD:AAC6357
10126,OTU169_suspect_mock_chimera,GS,98.9,BOLD:AAO3944.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,NA,pomp.4599,821,BOLD:AAO3944
10141,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4599,199,None
10170,OTU236_suspect_mock_chimera,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4599,29,BOLD:AAN5879
10173,OTU247_suspect_mock_chimera,GS,99.4,BOLD:AAJ0542.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Euryopis,Euryopis funebris,pomp.4599,55,BOLD:AAJ0542
10178,OTU255_suspect_mock_chimera,GS,100.0,BOLD:AAN6371.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Wamba,Wamba crispulus,pomp.4599,84,BOLD:AAN6371
10248,OTU374_suspect_mock_chimera,GS,100.0,BOLD:AAN5882.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,pomp.4599,11,BOLD:AAN5882
10315,OTU498_suspect_mock_chimera,GS,100.0,BOLD:AAA3997.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cladara,Cladara limitaria,pomp.4599,64,BOLD:AAA3997
10338,OTU538_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,pomp.4599,21,BOLD:ACA9904
10410,OTU671_suspect_mock_chimera,GS,99.4,BOLD:AAG2647.3,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,pomp.4599,14,BOLD:AAG2647
10437,OTU731_suspect_mock_chimera,GS,100.0,BOLD:AAA4123.19,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,Neoscona arabesca,pomp.4599,51,BOLD:AAA4123
10453,OTU765_suspect_mock_variant,GS,99.4,BOLD:AAC8095.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Telphusa,Telphusa latifasciella,pomp.4599,357,BOLD:AAC8095
10491,OTU831,US,0.2887,None,Animalia,Chordata,Amphibia,Anura,NA,NA,NA,pomp.4599,14,None
10545,OTU982_suspect_mock_chimera,US,0.9885,BOLD:ABA7303.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4599,7,BOLD:ABA7303
10566,OTU1027,US,1.0000,BOLD:ACY0966.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4599,1,BOLD:ACY0966
10574,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4599,1,None
10712,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4599,1,None
10740,OTU1752,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4599,2,None
10806,MockIM29_pident=100.0_OTU66,GS,100.0,BOLD:AAA4222.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,pomp.4601,1043,BOLD:AAA4222
10821,OTU14_suspect_mock_chimera,GS,100.0,BOLD:AAH4109.1,Animalia,Arthropoda,Malacostraca,Isopoda,Trachelipodidae,Trachelipus,Trachelipus rathkii,pomp.4601,900,BOLD:AAH4109
10847,OTU62,GS,98.9,BOLD:AAV3042.2,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,pomp.4601,285,BOLD:AAV3042
10865,OTU113,GS,100.0,BOLD:AAA6611.3,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4601,47,BOLD:AAA6611
10889,OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4601,18,BOLD:AAA7515
10909,OTU190_suspect_mock_chimera,GS,99.4,BOLD:ACN2382.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,pomp.4601,18,BOLD:ACN2382
10931,OTU221_suspect_mock_chimera,GS,100.0,BOLD:ACB3691.1,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Podabrus,Podabrus brevicollis,pomp.4601,14,BOLD:ACB3691
10939,OTU232_suspect_mock_chimera,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4601,16,BOLD:ACE2171
10948,OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4601,8,BOLD:AAG0758
10956,OTU262_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,pomp.4601,14,BOLD:AAI1345
10963,OTU275_suspect_mock_chimera,GS,100.0,BOLD:AAB7869.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa riscana,pomp.4601,14,BOLD:AAB7869
11049,OTU431_suspect_mock_chimera,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4601,22,BOLD:ABX3627
11084,OTU495_suspect_mock_chimera,GS,100.0,BOLD:AAC1312.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,Toxomerus geminatus,pomp.4601,112,BOLD:AAC1312
11107,OTU536_suspect_mock_variant,GS,100.0,BOLD:AAB3917.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,pomp.4601,18,BOLD:AAB3917
11109,OTU538_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,pomp.4601,23,BOLD:ACA9904
11121,OTU562_suspect_mock_chimera,GS,100.0,BOLD:AAA8153.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Platycentropus,Platycentropus radiatus,pomp.4601,11,BOLD:AAA8153
11152,OTU624_suspect_mock_chimera,US,0.9844,BOLD:ACD3564.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4601,13,BOLD:ACD3564
11193,OTU696_suspect_mock_chimera,GS,98.9,BOLD:AAF9035.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma alterna,pomp.4601,12,BOLD:AAF9035
11242,OTU794_suspect_mock_chimera,GS,100.0,BOLD:ACO3393.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Aphidius,NA,pomp.4601,2,BOLD:ACO3393
11279,OTU882_suspect_mock_chimera,GS,99.4,BOLD:AAA5644.3,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala lineella,pomp.4601,4,BOLD:AAA5644
11291,OTU905_suspect_mock_chimera,GS,100.0,BOLD:AAC1347.1,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Paectes,Paectes oculatrix,pomp.4601,4,BOLD:AAC1347
11311,OTU966,US,0.9885,BOLD:ACD9234.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4601,23,BOLD:ACD9234
11326,OTU998,GS,100.0,BOLD:AAO4319.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4601,5,BOLD:AAO4319
11333,OTU1013_suspect_mock_chimera,GS,100.0,BOLD:AAA8726.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella villosa,pomp.4601,25,BOLD:AAA8726
11345,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4601,1,None
11366,OTU1118_suspect_mock_chimera,GS,99.4,BOLD:AAA2634.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa messoria,pomp.4601,2,BOLD:AAA2634
11367,OTU1119_suspect_mock_chimera,GS,99.4,BOLD:AAE3210.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta morsitans,pomp.4601,19,BOLD:AAE3210
11370,OTU1130_suspect_mock_chimera,SS,0.2300,BOLD:AAE0951.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4601,6,BOLD:AAE0951
11410,OTU1259_suspect_mock_chimera,GS,100.0,BOLD:AAH0130.2,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,Sitona hispidulus,pomp.4601,5,BOLD:AAH0130
11459,OTU1435_suspect_mock_chimera,GS,100.0,BOLD:AAP8319.1,Animalia,Arthropoda,Insecta,Orthoptera,NA,NA,NA,pomp.4601,1,BOLD:AAP8319
11473,OTU1492_suspect_mock_variant,GS,100.0,BOLD:AAA6652.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Morrisonia,Morrisonia confusa,pomp.4601,26,BOLD:AAA6652
11483,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4601,1,None
11496,OTU1662,US,0.9881,BOLD:ACC8556.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4601,1,BOLD:ACC8556
11512,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4601,2,None
11549,OTU2023_suspect_mock_chimera,GS,100.0,BOLD:ACI9912.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Eupodidae,NA,NA,pomp.4601,3,BOLD:ACI9912
11551,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4601,1,None
11587,OTU1_suspect_mock_chimera,GS,100.0,BOLD:AAB9410.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris semipurpurana,pomp.4602,205490,BOLD:AAB9410
11599,OTU26_suspect_mock_chimera,GS,99.4,BOLD:AAI9434.1,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus punctatus,pomp.4602,790,BOLD:AAI9434
11601,OTU30_suspect_mock_chimera,GS,100.0,BOLD:AAI2051.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4602,2381,BOLD:AAI2051
11617,OTU60_suspect_mock_chimera,GS,100.0,BOLD:AAA4516.5,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Prochoerodes,Prochoerodes lineola,pomp.4602,4588,BOLD:AAA4516
11623,OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,pomp.4602,800,None
11633,OTU108_suspect_mock_chimera,GS,100.0,BOLD:AAA6613.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4602,207,BOLD:AAA6613
11636,OTU113,GS,100.0,BOLD:AAA6611.3,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4602,32,BOLD:AAA6611
11647,OTU132_suspect_mock_chimera,GS,100.0,BOLD:AAB4363.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,Epimecis hortaria,pomp.4602,356,BOLD:AAB4363
11650,OTU138,GS,99.4,BOLD:AAG2878.5,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4602,31,BOLD:AAG2878
11662,OTU161_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,pomp.4602,22,BOLD:AAC6357
11683,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4602,5,None
11719,OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4602,11,BOLD:AAG0758
11730,OTU266_suspect_mock_chimera,GS,100.0,BOLD:ACL1096.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4602,65,BOLD:ACL1096
11734,OTU275_suspect_mock_chimera,GS,100.0,BOLD:AAB7869.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa riscana,pomp.4602,5,BOLD:AAB7869
11742,OTU298,US,0.0000,BOLD:ACN5436.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4602,4,BOLD:ACN5436
11745,OTU302_suspect_mock_chimera,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4602,13,BOLD:AAF0031
11778,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4602,37,None
11794,OTU387,US,1.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4602,213,None
11800,OTU401,US,1.0000,BOLD:ACR5185.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4602,5,BOLD:ACR5185
11807,OTU413,US,0.2887,None,Animalia,Chordata,Actinopterygii,Clupeiformes,NA,NA,NA,pomp.4602,5,None
11818,OTU428,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4602,4,None
11837,OTU467,GS,98.3,BOLD:AAA6611.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4602,13,BOLD:AAA6611
11888,OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4602,1,None
11913,OTU607_suspect_mock_chimera,GS,100.0,BOLD:ABA5203.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia frontalis,pomp.4602,3,BOLD:ABA5203
11958,OTU682_suspect_mock_chimera,GS,100.0,BOLD:AAD1986.2,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,pomp.4602,49,BOLD:AAD1986
11960,OTU686_suspect_mock_chimera,GS,99.4,BOLD:AAI2055.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4602,24,BOLD:AAI2055
11991,OTU753_suspect_mock_chimera,GS,100.0,BOLD:AAP8635.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Dicranomyia) longipennis,pomp.4602,4,BOLD:AAP8635
12027,OTU821,US,0.0000,BOLD:ACK0278.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4602,7,BOLD:ACK0278
12033,OTU831,US,0.2887,None,Animalia,Chordata,Amphibia,Anura,NA,NA,NA,pomp.4602,3,None
12035,OTU837_suspect_mock_chimera,GS,100.0,BOLD:AAH0102.1,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Epuraea,Epuraea corticina,pomp.4602,4,BOLD:AAH0102
12052,OTU887_suspect_mock_chimera,US,0.9967,BOLD:AAB4365.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4602,6,BOLD:AAB4365
12104,OTU1013_suspect_mock_chimera,GS,100.0,BOLD:AAA8726.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella villosa,pomp.4602,2,BOLD:AAA8726
12116,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4602,9,None
12146,OTU1150_suspect_mock_chimera,GS,99.4,BOLD:AAZ5969.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Dolichopeza,Dolichopeza obscura,pomp.4602,8,BOLD:AAZ5969
12159,OTU1183,US,1.0000,None,Animalia,Chordata,Mammalia,Rodentia,NA,NA,NA,pomp.4602,2,None
12182,OTU1260_suspect_mock_chimera,GS,100.0,BOLD:AAD2041.2,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus,Condylostylus caudatus,pomp.4602,5,BOLD:AAD2041
12253,OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4602,2,None
12254,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4602,3,None
12272,OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4602,5,None
12283,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4602,5,None
