OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads
OTU1013_suspect_mock_chimera,GS,100.0,BOLD:AAA8726.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella villosa,pomp.4601,25
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4601,1
OTU1118_suspect_mock_chimera,GS,99.4,BOLD:AAA2634.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa messoria,pomp.4601,2
OTU1119_suspect_mock_chimera,GS,99.4,BOLD:AAE3210.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta morsitans,pomp.4601,19
OTU1130_suspect_mock_chimera,SS,0.2300,BOLD:AAE0951.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4601,6
OTU1259_suspect_mock_chimera,GS,100.0,BOLD:AAH0130.2,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,Sitona hispidulus,pomp.4601,5
OTU1435_suspect_mock_chimera,GS,100.0,BOLD:AAP8319.1,Animalia,Arthropoda,Insecta,Orthoptera,NA,NA,NA,pomp.4601,1
OTU1492_suspect_mock_variant,GS,100.0,BOLD:AAA6652.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Morrisonia,Morrisonia confusa,pomp.4601,26
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4601,1
OTU1662,US,0.9881,BOLD:ACC8556.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4601,1
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4601,2
OTU2023_suspect_mock_chimera,GS,100.0,BOLD:ACI9912.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Eupodidae,NA,NA,pomp.4601,3
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4601,1
OTU1_suspect_mock_chimera,GS,100.0,BOLD:AAB9410.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris semipurpurana,pomp.4602,205490
OTU26_suspect_mock_chimera,GS,99.4,BOLD:AAI9434.1,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus punctatus,pomp.4602,790
OTU30_suspect_mock_chimera,GS,100.0,BOLD:AAI2051.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4602,2381
OTU60_suspect_mock_chimera,GS,100.0,BOLD:AAA4516.5,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Prochoerodes,Prochoerodes lineola,pomp.4602,4588
OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,pomp.4602,800
OTU108_suspect_mock_chimera,GS,100.0,BOLD:AAA6613.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4602,207
OTU113,GS,100.0,BOLD:AAA6611.3,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4602,32
OTU132_suspect_mock_chimera,GS,100.0,BOLD:AAB4363.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,Epimecis hortaria,pomp.4602,356
OTU138,GS,99.4,BOLD:AAG2878.5,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4602,31
OTU161_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,pomp.4602,22
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4602,5
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4602,11
OTU266_suspect_mock_chimera,GS,100.0,BOLD:ACL1096.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4602,65
OTU275_suspect_mock_chimera,GS,100.0,BOLD:AAB7869.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa riscana,pomp.4602,5
OTU298,US,0.0000,BOLD:ACN5436.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4602,4
OTU302_suspect_mock_chimera,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4602,13
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4602,37
OTU387,US,1.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4602,213
OTU401,US,1.0000,BOLD:ACR5185.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4602,5
OTU413,US,0.2887,None,Animalia,Chordata,Actinopterygii,Clupeiformes,NA,NA,NA,pomp.4602,5
OTU428,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4602,4
OTU467,GS,98.3,BOLD:AAA6611.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4602,13
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4602,1
OTU607_suspect_mock_chimera,GS,100.0,BOLD:ABA5203.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia frontalis,pomp.4602,3
OTU682_suspect_mock_chimera,GS,100.0,BOLD:AAD1986.2,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,pomp.4602,49
OTU686_suspect_mock_chimera,GS,99.4,BOLD:AAI2055.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4602,24
OTU753_suspect_mock_chimera,GS,100.0,BOLD:AAP8635.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Dicranomyia) longipennis,pomp.4602,4
OTU821,US,0.0000,BOLD:ACK0278.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4602,7
OTU831,US,0.2887,None,Animalia,Chordata,Amphibia,Anura,NA,NA,NA,pomp.4602,3
OTU837_suspect_mock_chimera,GS,100.0,BOLD:AAH0102.1,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Epuraea,Epuraea corticina,pomp.4602,4
OTU887_suspect_mock_chimera,US,0.9967,BOLD:AAB4365.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4602,6
OTU1013_suspect_mock_chimera,GS,100.0,BOLD:AAA8726.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella villosa,pomp.4602,2
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4602,9
OTU1150_suspect_mock_chimera,GS,99.4,BOLD:AAZ5969.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Dolichopeza,Dolichopeza obscura,pomp.4602,8
OTU1183,US,1.0000,None,Animalia,Chordata,Mammalia,Rodentia,NA,NA,NA,pomp.4602,2
OTU1260_suspect_mock_chimera,GS,100.0,BOLD:AAD2041.2,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus,Condylostylus caudatus,pomp.4602,5
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4602,2
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4602,3
OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4602,5
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4602,5
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4602,1
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4602,1
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4602,1
OTU2097,US,1.0000,None,Animalia,Chordata,Aves,Passeriformes,NA,NA,NA,pomp.4602,1
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4602,5
MockIM3_pident=100.0_OTU52,GS,100.0,BOLD:AAA7067.58,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,pomp.4603,71
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4603,45
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4603,34
MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4603,287
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4603,26
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4603,77
OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,pomp.4603,91
OTU118,GS,100.0,BOLD:AAG9172.3,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Tenuiphantes,Tenuiphantes tenuis,pomp.4603,30
OTU130_suspect_mock_chimera,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,pomp.4603,31
OTU137_suspect_mock_chimera,GS,100.0,BOLD:AAC4559.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,pomp.4603,21
OTU150_suspect_mock_chimera,GS,100.0,BOLD:AAA7920.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,Stenonema femoratum,pomp.4603,137
OTU160,US,0.1429,BOLD:ABA8360.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4603,49
OTU179_suspect_mock_chimera,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4603,39
OTU194_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,pomp.4603,106
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4603,26
OTU262_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,pomp.4603,50
OTU275_suspect_mock_chimera,GS,100.0,BOLD:AAB7869.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa riscana,pomp.4603,40
OTU307_suspect_mock_chimera,GS,98.9,BOLD:AAH3225.3,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,pomp.4603,61
OTU388_suspect_mock_chimera,GS,100.0,BOLD:AAF3101.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,Cinara watsoni,pomp.4603,84
OTU413,US,0.2887,None,Animalia,Chordata,Actinopterygii,Clupeiformes,NA,NA,NA,pomp.4603,5
OTU471_suspect_mock_chimera,US,0.0000,BOLD:ACD0295.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4603,83
OTU521_suspect_mock_chimera,GS,98.9,BOLD:AAE0707.13,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,Microtendipes pedellus,pomp.4603,123
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4603,3
OTU568_suspect_mock_chimera,GS,99.4,BOLD:AAJ2417.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta minerva,pomp.4603,110
OTU572_suspect_mock_chimera,GS,99.4,BOLD:ABY8099.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Atylotus,Atylotus sublunaticornis,pomp.4603,53
OTU608_suspect_mock_chimera,US,0.9546,BOLD:ACP5974.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4603,70
OTU615_suspect_mock_chimera,GS,100.0,BOLD:ACM3626.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4603,47
OTU658,US,0.0000,BOLD:ABZ6275.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4603,29
OTU916,GS,100.0,BOLD:AAA4782.2,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Protapanteles,NA,pomp.4603,41
OTU1027,US,1.0000,BOLD:ACY0966.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4603,36
OTU1037_suspect_mock_chimera,GS,100.0,BOLD:ABA7674.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4603,17
OTU1050,US,0.9881,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4603,8
OTU1474,US,1.0000,BOLD:ACI6702.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4603,1
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4604,48
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4604,24
MockIM33_pident=100.0_OTU107,GS,98.9,BOLD:AAH7221.2,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Dicromantispa,Dicromantispa sayi,pomp.4604,19
OTU4_suspect_mock_chimera,GS,100.0,BOLD:AAC2637.1,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Geina,Geina sheppardi,pomp.4604,3987
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4604,65
OTU65_suspect_mock_chimera,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4604,246
OTU129_suspect_mock_chimera,GS,99.4,BOLD:AAB7261.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella poconoensis,pomp.4604,1817
OTU137_suspect_mock_chimera,GS,100.0,BOLD:AAC4559.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,pomp.4604,79
OTU150_suspect_mock_chimera,GS,100.0,BOLD:AAA7920.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,Stenonema femoratum,pomp.4604,454
OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4604,81
OTU179_suspect_mock_chimera,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4604,111
OTU204_suspect_mock_chimera,GS,100.0,BOLD:AAH2373.4,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Hemicrepidius,Hemicrepidius memnonius,pomp.4604,41
OTU238_suspect_mock_chimera,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4604,34
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4604,60
OTU275_suspect_mock_chimera,GS,100.0,BOLD:AAB7869.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa riscana,pomp.4604,80
OTU302_suspect_mock_chimera,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4604,64
OTU313_suspect_mock_chimera,GS,100.0,BOLD:AAG7732.2,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4604,27
OTU335_suspect_mock_chimera,GS,99.4,BOLD:ABX9225.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,pomp.4604,139
OTU338_suspect_mock_chimera,GS,100.0,BOLD:AAP6367.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Hemicrepidius,Hemicrepidius brevicollis,pomp.4604,55
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4604,2
OTU412_suspect_mock_chimera,GS,100.0,BOLD:AAH2774.2,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,Agonum muelleri,pomp.4604,46
OTU431_suspect_mock_chimera,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4604,69
OTU455_suspect_mock_chimera,GS,100.0,BOLD:AAA3450.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche bronta,pomp.4604,163
OTU523_suspect_mock_chimera,GS,99.4,BOLD:AAF8995.3,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Antocha,Antocha saxicola,pomp.4604,45
OTU572_suspect_mock_chimera,GS,99.4,BOLD:ABY8099.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Atylotus,Atylotus sublunaticornis,pomp.4604,49
OTU615_suspect_mock_chimera,GS,100.0,BOLD:ACM3626.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4604,93
OTU754,US,0.1429,BOLD:ACB2438.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4604,3
OTU812,US,0.0000,BOLD:ACT2308.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4604,58
OTU1012,GS,100.0,BOLD:AAZ1993.1,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,pomp.4604,12
OTU1233,US,0.9881,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4604,1
OTU1485,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4604,3
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4604,2
OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4604,1
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4604,1
MockIM5_pident=100.0_OTU56,GS,100.0,BOLD:AAA8810.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis helianthi,pomp.4605,95
MockIM15_pident=99.4_OTU104,GS,100.0,BOLD:AAD1808.1,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Lepidophora,Lepidophora lutea,pomp.4605,98
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4605,103
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4605,114
MockIM28_pident=100.0_OTU47,GS,100.0,BOLD:AAA2435.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria,Hyphantria cunea,pomp.4605,82
MockIM29_pident=100.0_OTU66,GS,100.0,BOLD:AAA4222.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,pomp.4605,27
MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4605,170
MockIM33_pident=100.0_OTU107,GS,98.9,BOLD:AAH7221.2,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Dicromantispa,Dicromantispa sayi,pomp.4605,38
MockIM44_pident=100.0_OTU95,GS,100.0,BOLD:AAG3920.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,pomp.4605,61
MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4605,159
MockIM47_pident=99.4_OTU86,GS,99.4,BOLD:AAG2717.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,Scudderia curvicauda,pomp.4605,99
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4605,81
MockIM53_pident=100.0_OTU74,GS,100.0,BOLD:AAA4507.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,pomp.4605,139
OTU60_suspect_mock_chimera,GS,100.0,BOLD:AAA4516.5,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Prochoerodes,Prochoerodes lineola,pomp.4605,804
OTU65_suspect_mock_chimera,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4605,173
OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4605,17
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4605,56
OTU257_suspect_mock_chimera,GS,100.0,BOLD:AAB7030.14,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,pomp.4605,10
OTU270_suspect_mock_chimera,GS,99.4,BOLD:AAC5871.1,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Hentzia,Hentzia palmarum,pomp.4605,40
OTU296_suspect_mock_chimera,GS,99.4,BOLD:AAB6239.1,Animalia,Arthropoda,Insecta,Trichoptera,Dipseudopsidae,Phylocentropus,Phylocentropus placidus,pomp.4605,26
OTU418_suspect_mock_chimera,GS,100.0,BOLD:ACR3763.3,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla serricollis,pomp.4605,24
OTU419_suspect_mock_variant,GS,100.0,BOLD:AAB1787.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,pomp.4605,86
OTU490_suspect_mock_chimera,GS,100.0,BOLD:ABX6298.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,pomp.4605,88
OTU530,GS,100.0,BOLD:AAE2886.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Therion,Therion circumflexum,pomp.4605,34
OTU576_suspect_mock_chimera,GS,100.0,BOLD:ACE5505.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4605,25
OTU649_suspect_mock_chimera,GS,98.9,BOLD:ACL4702.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,pomp.4605,17
OTU670_suspect_mock_chimera,GS,100.0,BOLD:AAA2325.2,Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma togatum,pomp.4605,4
OTU686_suspect_mock_chimera,GS,99.4,BOLD:AAI2055.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4605,11
OTU780,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4605,61
OTU794_suspect_mock_chimera,GS,100.0,BOLD:ACO3393.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Aphidius,NA,pomp.4605,59
OTU798_suspect_mock_variant,No Hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,pomp.4605,12
OTU916,GS,100.0,BOLD:AAA4782.2,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Protapanteles,NA,pomp.4605,4
OTU946_suspect_mock_chimera,GS,100.0,BOLD:ABZ1624.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,pomp.4605,5
OTU960_suspect_mock_chimera,GS,99.4,BOLD:AAA9420.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pelochrista,Pelochrista derelicta,pomp.4605,14
OTU1192_suspect_mock_chimera,US,0.9546,BOLD:ACU6892.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4605,12
OTU1260_suspect_mock_chimera,GS,100.0,BOLD:AAD2041.2,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus,Condylostylus caudatus,pomp.4605,5
OTU1370_suspect_mock_chimera,GS,98.9,BOLD:ACN7933.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,NA,pomp.4605,19
OTU1559_suspect_mock_chimera,GS,100.0,BOLD:ACF7858.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,NA,pomp.4605,11
OTU2105,GS,100.0,BOLD:AAA7232.1,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Schizocosa,Schizocosa ocreata,pomp.4605,2
OTU6_suspect_mock_variant,GS,100.0,BOLD:AAA2868.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Chytolita,Chytolita morbidalis,pomp.4606,69344
OTU14_suspect_mock_chimera,GS,100.0,BOLD:AAH4109.1,Animalia,Arthropoda,Malacostraca,Isopoda,Trachelipodidae,Trachelipus,Trachelipus rathkii,pomp.4606,5421
OTU30_suspect_mock_chimera,GS,100.0,BOLD:AAI2051.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4606,1473
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4606,46
OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,pomp.4606,68
OTU91,GS,100.0,BOLD:AAA7272.5,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Emblyna,Emblyna sublata,pomp.4606,2126
