OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads
OTU1756,SS,0.9700,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,6212017EGC9,2
OTU1818,GS,97.9,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,6212017EGC9,4
OTU1823,US,0.7924,BOLD:ACS5726,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,6212017EGC9,17
OTU1834,SS,0.7400,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGC9,10
OTU1871,SS,0.8500,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,6212017EGC9,2
OTU1890,US,0.5581,BOLD:ACS5726,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,6212017EGC9,20
OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGC10,270
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGC10,1502
OTU10,GS,100.0,BOLD:ACF3057,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus mortipennella,6212017EGC10,500
OTU12,GS,100.0,BOLD:AAE5173,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,PschodididGC,NA,6212017EGC10,35906
OTU33,GS,100.0,BOLD:AAB8714,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,Leucauge venusta,6212017EGC10,249
OTU93,GS,99.4,BOLD:AAM4329,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Cimex adjunctus,6212017EGC10,42
OTU115,GS,100.0,BOLD:AAA4942,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha elongata,6212017EGC10,22
OTU256,GS,98.3,BOLD:AAF9035,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma alterna,6212017EGC10,22
OTU272,GS,100.0,BOLD:AAJ3819,Animalia,Arthropoda,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala setipes,6212017EGC10,2
OTU357,GS,98.9,BOLD:ABX3356,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,6212017EGC10,5
OTU692,GS,100.0,BOLD:ABW5646,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Cerastipsocus,NA,6212017EGC10,5
OTU746,GS,100.0,BOLD:AAB7995,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha shoshone,6212017EGC10,5
OTU867,GS,100.0,BOLD:AAC8834,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Mecynogea,Mecynogea lemniscata,6212017EGC10,1
OTU929,GS,100.0,BOLD:AAA5051,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Desmia,Desmia funeralis,6212017EGC10,8
OTU1038,GS,99.4,BOLD:AAC7835,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spiloloma,Spiloloma lunilinea,6212017EGC10,18
OTU1040,SS,0.1400,BOLD:AAU6662,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGC10,1
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGC10,56
OTU1292,GS,97.8,BOLD:AAN5882,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,6212017EGC10,16
OTU1296,GS,97.2,BOLD:AAD2334,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus hasbroucki,6212017EGC10,56
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGC10,6
OTU1351,SS,0.9400,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017EGC10,6
OTU1672,GS,100.0,BOLD:AAC1365,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Proteoteras,Proteoteras moffatiana,6212017EGC10,30
OTU1719,GS,97.2,BOLD:AAG0149,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,6212017EGC10,1
OTU1819,US,0.9844,BOLD:AAE5173,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGC10,2
OTU1871,SS,0.8500,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,6212017EGC10,1
OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,433
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD1,16205
OTU13,GS,100.0,BOLD:ABV1771,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,6212017EGD1,312
OTU16,GS,100.0,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017EGD1,1635
OTU17,GS,100.0,BOLD:AAB3702,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Potamyia,Potamyia flava,6212017EGD1,197
OTU18,GS,100.0,BOLD:ABY8739,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD1,19917
OTU34,GS,100.0,BOLD:AAM6211,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,6212017EGD1,270
OTU68,GS,100.0,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017EGD1,100
OTU87,US,0.0000,BOLD:ABY2339,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,916
OTU99,US,1.0000,BOLD:ACF7919,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,6212017EGD1,126
OTU115,GS,100.0,BOLD:AAA4942,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha elongata,6212017EGD1,38
OTU116,GS,100.0,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,6212017EGD1,44
OTU144,GS,100.0,BOLD:AAN6304,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus guttulatus,6212017EGD1,65
OTU169,GS,97.2,BOLD:AAO2061,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,6212017EGD1,11
OTU193,GS,98.9,BOLD:AAI4436,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Aristotelia,NA,6212017EGD1,26
OTU198,GS,99.4,BOLD:ABZ1242,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017EGD1,48
OTU214,GS,99.4,BOLD:AAW6795,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,8
OTU231,GS,100.0,BOLD:AAD2590,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,Caloptilia packardella,6212017EGD1,11
OTU258,GS,100.0,BOLD:ACA7555,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017EGD1,5
OTU265,GS,100.0,BOLD:AAQ3192,Animalia,Arthropoda,Insecta,Lepidoptera,Dryadaulidae,Dryadaula,NA,6212017EGD1,22
OTU273,SS,0.2900,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD1,119
OTU276,SS,0.4400,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,127
OTU282,SS,0.6600,BOLD:AAG4564,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,180
OTU319,US,0.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,6212017EGD1,11
OTU342,GS,99.4,BOLD:AAI1931,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Holcocera,Holcocera chalcofrontella,6212017EGD1,9
OTU345,US,0.9860,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,47
OTU469,GS,100.0,BOLD:AAR7014,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Neurobathra,Neurobathra strigifinitella,6212017EGD1,30
OTU538,SS,0.6100,BOLD:AAG4564,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,81
OTU551,SS,0.6300,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,12
OTU553,SS,0.4100,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD1,49
OTU578,US,0.9860,BOLD:ACE7332,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,5
OTU594,SS,0.1800,BOLD:ABY8739,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD1,48
OTU614,GS,97.9,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,Chrysops montanus,6212017EGD1,35
OTU631,US,0.9919,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,6212017EGD1,9
OTU779,GS,99.4,BOLD:ABW9743,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Scaphoideus,NA,6212017EGD1,9
OTU837,SS,0.7800,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,55
OTU899,SS,0.7900,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD1,5
OTU928,GS,100.0,BOLD:AAA7927,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Bactra,Bactra furfurana,6212017EGD1,114
OTU974,GSL,97.8,BOLD:AAI4070,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD1,4
OTU1034,US,0.0007,BOLD:AAI5631,Animalia,Arthropoda,Insecta,Mecoptera,NA,NA,NA,6212017EGD1,19
OTU1046,SS,0.4600,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,1
OTU1087,GS,97.2,BOLD:AAB5367,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,Chrysops vittatus,6212017EGD1,11
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD1,182
OTU1173,GS,97.2,BOLD:ACR7402,Animalia,Arthropoda,Insecta,Mecoptera,NA,NA,NA,6212017EGD1,69
OTU1247,US,0.9546,BOLD:ACR7402,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,97
OTU1272,SS,0.2200,BOLD:AAD8585,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD1,1
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD1,4
OTU1350,GS,97.2,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017EGD1,117
OTU1377,SS,0.0200,BOLD:ACR7402,Animalia,Arthropoda,Insecta,Mecoptera,NA,NA,NA,6212017EGD1,70
OTU1656,US,0.9715,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,11
OTU1800,US,0.3913,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD1,30
OTU1923,SS,0.6400,BOLD:AAB5367,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD1,23
OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD2,8600
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD2,23679
OTU11,GS,99.4,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,6212017EGD2,1259
OTU16,GS,100.0,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017EGD2,4261
OTU34,GS,100.0,BOLD:AAM6211,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,6212017EGD2,401
OTU68,GS,100.0,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017EGD2,307
OTU88,GS,100.0,BOLD:AAE0434,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Uranotaenia,Uranotaenia sapphirina,6212017EGD2,1058
OTU99,US,1.0000,BOLD:ACF7919,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,6212017EGD2,525
OTU115,GS,100.0,BOLD:AAA4942,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha elongata,6212017EGD2,18
OTU118,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,6212017EGD2,35
OTU132,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,6212017EGD2,81
OTU198,GS,99.4,BOLD:ABZ1242,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017EGD2,14
OTU213,GS,100.0,BOLD:AAD4936,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,Caloptilia sassafrasella,6212017EGD2,187
OTU215,GS,100.0,BOLD:AAA2490,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Palpita,Palpita magniferalis,6212017EGD2,26
OTU216,GS,100.0,BOLD:AAG5659,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha viridis,6212017EGD2,409
OTU258,GS,100.0,BOLD:ACA7555,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017EGD2,18
OTU269,GS,97.2,BOLD:AAP9050,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,6212017EGD2,288
OTU295,GS,97.8,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,6212017EGD2,491
OTU319,US,0.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,6212017EGD2,52
OTU442,GS,97.2,BOLD:ABU6554,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD2,28
OTU483,US,0.1429,BOLD:ACK7325,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,NA,NA,NA,6212017EGD2,547
OTU493,GS,99.4,BOLD:ABY7387,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Lithacodes,Lithacodes fasciola,6212017EGD2,17
OTU517,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD2,55
OTU674,US,0.0000,BOLD:AAG4815,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,6212017EGD2,12
OTU781,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD2,79
OTU812,US,0.3913,None,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,6212017EGD2,17
OTU828,US,1.0000,None,Animalia,Arthropoda,Insecta,Orthoptera,NA,NA,NA,6212017EGD2,33
OTU949,GS,100.0,BOLD:AAP3003,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017EGD2,15
OTU956,SS,0.0800,BOLD:ACN4095,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD2,37
OTU1006,GS,99.4,BOLD:ABX3604,Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,NA,NA,6212017EGD2,99
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD2,399
OTU1102,SS,0.2300,BOLD:ACX4343,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,6212017EGD2,8
OTU1128,GS,100.0,BOLD:ABW2675,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Brachypremna,NA,6212017EGD2,93
OTU1135,GS,98.9,BOLD:AAM7619,Animalia,Arthropoda,Insecta,Coleoptera,Melandryidae,Symphora,Symphora rugosa,6212017EGD2,83
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD2,18
OTU1350,GS,97.2,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017EGD2,98
OTU1351,SS,0.9400,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017EGD2,11
OTU1399,SS,0.2800,BOLD:AAX9373,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD2,9
OTU1498,US,0.0000,BOLD:ACF8190,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,6212017EGD2,42
OTU1705,SS,0.2600,BOLD:ADH4973,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD2,2
OTU1718,US,0.2259,BOLD:AAZ9784,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,6212017EGD2,12
OTU1723,GS,97.8,BOLD:ACE5249,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Isochaetes,Isochaetes beutenmuelleri,6212017EGD2,17
OTU1727,US,0.2061,BOLD:ACY3163,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,6212017EGD2,16
OTU1750,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,6212017EGD2,4
OTU1756,SS,0.9700,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,6212017EGD2,46
OTU1818,GS,97.9,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,6212017EGD2,1
OTU1878,SS,0.7800,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD2,2
OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD3,575
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD3,8862
OTU10,GS,100.0,BOLD:ACF3057,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus mortipennella,6212017EGD3,8819
OTU16,GS,100.0,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017EGD3,491
OTU18,GS,100.0,BOLD:ABY8739,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD3,7819
OTU26,GS,98.8,BOLD:ACM8443,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra epistates,6212017EGD3,1605
OTU35,GS,100.0,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,6212017EGD3,237
OTU117,GS,100.0,BOLD:AAH5449,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus propinqua,6212017EGD3,263
OTU174,GS,97.2,BOLD:AAD2010,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus propinqua,6212017EGD3,66
OTU198,GS,99.4,BOLD:ABZ1242,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017EGD3,6
OTU273,SS,0.2900,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD3,108
OTU276,SS,0.4400,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD3,28
OTU523,US,0.0000,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD3,5
OTU538,SS,0.6100,BOLD:AAG4564,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD3,18
OTU551,SS,0.6300,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD3,4
OTU553,SS,0.4100,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD3,21
OTU563,GS,100.0,BOLD:AAH7221,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Dicromantispa,Dicromantispa sayi,6212017EGD3,8
OTU578,US,0.9860,BOLD:ACE7332,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD3,52
OTU594,SS,0.1800,BOLD:ABY8739,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD3,7
OTU614,GS,97.9,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,Chrysops montanus,6212017EGD3,8
OTU668,SS,0.2500,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD3,3
OTU738,GS,99.4,BOLD:AAC9476,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes triseriatus,6212017EGD3,121
OTU837,SS,0.7800,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD3,1
OTU899,SS,0.7900,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD3,14
OTU974,GSL,97.8,BOLD:AAI4070,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD3,20
OTU1087,GS,97.2,BOLD:AAB5367,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,Chrysops vittatus,6212017EGD3,6
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD3,127
OTU1296,GS,97.2,BOLD:AAD2334,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus hasbroucki,6212017EGD3,5
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD3,4
OTU1448,SS,0.8000,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,Chrysops caecutiens,6212017EGD3,2
OTU1656,US,0.9715,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD3,2
OTU1902,US,1.0000,BOLD:ABU9234,Animalia,Arthropoda,Insecta,Psocodea,NA,NA,NA,6212017EGD3,10
OTU1923,SS,0.6400,BOLD:AAB5367,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD3,12
OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD4,466
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017EGD4,6632
OTU9,US,0.7924,BOLD:AAG8502,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,6212017EGD4,362
OTU10,GS,100.0,BOLD:ACF3057,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus mortipennella,6212017EGD4,427
OTU11,GS,99.4,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,6212017EGD4,5597
OTU13,GS,100.0,BOLD:ABV1771,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,6212017EGD4,376
OTU14,GS,99.4,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,6212017EGD4,2271
OTU18,GS,100.0,BOLD:ABY8739,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,NA,NA,6212017EGD4,1163
OTU34,GS,100.0,BOLD:AAM6211,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,6212017EGD4,934
OTU35,GS,100.0,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,6212017EGD4,3567
OTU37,GS,100.0,BOLD:AAB0484,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gypsonoma,Gypsonoma salicicolana,6212017EGD4,3151
OTU57,GS,100.0,BOLD:AAI1618,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,6212017EGD4,426
OTU68,GS,100.0,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017EGD4,187
OTU73,GS,100.0,BOLD:AAD6926,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,6212017EGD4,63
OTU87,US,0.0000,BOLD:ABY2339,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD4,577
OTU88,GS,100.0,BOLD:AAE0434,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Uranotaenia,Uranotaenia sapphirina,6212017EGD4,109
OTU115,GS,100.0,BOLD:AAA4942,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha elongata,6212017EGD4,30
OTU183,GS,100.0,BOLD:AAB2305,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Digrammia,Digrammia gnophosaria,6212017EGD4,453
OTU189,GS,100.0,BOLD:ABV2225,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,NA,6212017EGD4,1073
OTU190,GS,100.0,BOLD:ABY7666,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex territans,6212017EGD4,123
OTU193,GS,98.9,BOLD:AAI4436,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Aristotelia,NA,6212017EGD4,76
OTU198,GS,99.4,BOLD:ABZ1242,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017EGD4,154
OTU211,GS,99.4,BOLD:ACA5630,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,NA,NA,6212017EGD4,11
OTU216,GS,100.0,BOLD:AAG5659,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha viridis,6212017EGD4,38
OTU235,GS,100.0,BOLD:AAG3918,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,6212017EGD4,53
OTU269,GS,97.2,BOLD:AAP9050,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,6212017EGD4,36
OTU272,GS,100.0,BOLD:AAJ3819,Animalia,Arthropoda,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala setipes,6212017EGD4,11
OTU273,SS,0.2900,BOLD:AAC8291,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,6212017EGD4,111
OTU276,SS,0.4400,BOLD:ACE7334,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017EGD4,111
